corporate_name_S2,revenue,profit,main_customers
"CUNNINGHAM, MARTINEZ AND FIELDS",3095375.01,672438.4168249951,Edwards-Hall
"LUCAS, CONLEY AND TAYLOR",1858841.77,461841.0804402224,"Myers Group,Morton Ltd"
"Mckinney, Parsons and Moreno.",4632922.57,975626.9380141568,"Steele, Hamilton and Edwards,Craig, Butler and Hays,Davis-Thompson"
PEREZ GROUP,4356130.76,-230718.27944631767,"Humphrey, Hammond and Mendez"
"GREEN, MCDONALD AND KIM",2596961.26,325946.90236621146,Mendez-Barker
"SIMMONS, HARRIS AND WILLIAMS",2911790.85,155852.52840248027,Bowman Inc
Thomas Ltd,890440.91,75589.70874959546,"Sanchez, Johnston and Mcconnell,Larson, Lee and Washington,Avila, Goodwin and Lewis"
GARZA-PHILLIPS,2504711.5,898018.2866242676,"Colon Inc,Garcia Group"
"SANDOVAL, PARSONS AND JOHNSON",522393.56,152357.45947429564,"Richards-Avila,Jones, Cook and Webb,Hernandez Inc"
"MILLS, BOND AND MILLER",1035615.91,137049.2252114907,"Rivera, Long and Hawkins,Martin, Carter and Todd,Mcknight-Salas"
GEORGE-HAMILTON,4811832.23,-474257.7208446044,"Smith-Duffy,Wilkins-Harmon,Sanchez-Wilkinson"
"VASQUEZ, MCDONALD AND LIU",1047116.05,41798.242306139975,"House-Moore,Fuller-Osborne"
"Taylor, Stephens and Kramer.",4852779.87,19556.59003238517,"Lowe, Huber and Mcclain,Nelson-Wheeler,Mendoza-Roberts"
"Garcia, Rosario and Irwin",2966167.56,515049.37365781394,"Mccoy, Cook and Miller,Jackson, Duncan and James"
FROST-ALVAREZ,3608256.73,1219325.0351200176,"Guzman-Underwood,Moreno, Campbell and Phillips"
SOTO-GARCIA,1912820.4,293940.183886404,Robinson-Colon
"HERNANDEZ, REED AND REYES",265944.51,90902.97934326746,Griffin-Thomas
LOVE-HICKS,4387458.59,123879.70263546512,"Jackson, Powell and Miller,Baker, Ellis and Johnson"
"SINGH, ZUNIGA AND CLARK",393526.54,-16543.042164551527,"Levine, Chang and Wyatt"
CRUZ AND SONS,2658825.88,537502.284583146,"Garcia, Ramos and Thomas,Tran, Lewis and Clark"
HARRIS LLC,2464155.52,680118.6727768558,"Horton, Willis and Miller,Davis Group"
"GOODMAN, BROOKS AND PEREZ",1794972.9,35774.99527211956,"Cohen, Hall and Rubio,Morris, Bates and Rivera"
"Russo, Camacho and Gonzales.",4415969.92,910847.3788526946,"Perry, Myers and Hodges,Stanley Ltd"
Mclean Ltd.,2446772.11,928557.2626344413,"Foster, Weaver and Brown"
"Hunt, Marshall and Gonzalez",2036219.58,191723.92625447796,"Hart, Montes and Santos,Hurst PLC,Mitchell-Boyd"
"GREER, GEORGE AND HARMON",4546025.87,-394989.9745085243,"Oliver Group,Patel-Jones"
"Romero, Rivera and Sloan.",1741579.71,107317.25840703343,"Patton, Miller and Best,Andrade, Barnes and Mills,Hurst Inc"
DAVIS GROUP,4667228.08,1557726.3276618181,"Knapp-Rasmussen,Raymond LLC"
"NELSON, NUNEZ AND STOUT",220233.03,4430.107362589484,Anderson PLC
Ford and Sons,4134813.8,1349141.263428488,"Serrano, Jones and Garcia,Golden-Campos"
SCOTT-MANN,2962758.65,832200.622271705,"Coleman, Young and Gomez"
CHERRY-MARTIN,730626.02,-15447.193720021458,"Richardson, Wong and Diaz,Cross LLC"
Melton Ltd.,4650164.34,227733.77926875377,Rodriguez-Powell
"STEVENS, FIGUEROA AND MOORE",121573.01,1911.1719754461542,Brown Ltd
PERRY AND SONS,2243475.24,828117.4433164359,Lambert PLC
"SMITH, JENSEN AND LANE",316245.77,61043.60051861073,"Chavez, Salinas and Hoffman,Martinez-Tucker"
"BLACK, MARTINEZ AND BROCK",1620343.46,146343.2711573439,"Suarez-Callahan,Wallace Group,Hill and Sons"
BROWN-KEY,3685207.31,588611.6167236962,"Boyd-Moody,Arias-Robinson"
Pruitt-Oliver.,2297276.32,843031.854648765,Fields-Molina
Nichols-Wagner,2991099.92,287311.8179013003,Harris-Miller
"Figueroa, Ramirez and Martin",3609391.61,242476.82928626053,"Tyler-Fowler,Jensen PLC"
"Ferguson, Weiss and White",2152315.1,417226.2773240415,"Guerra-Taylor,Reese-Weeks"
"Townsend, Howe and Simmons.",4326139.71,-9771.756223056158,"Matthews, Vargas and Barr,Hicks-Clay,Davis Inc"
"Griffin, Bauer and Patel",1404022.57,-23744.42996655529,"Ramos, Howard and Garcia"
Patrick PLC,992273.76,366551.21990478574,"Ryan, Keller and Hill,Fuller Inc"
Beck-Martin,1930061.78,275367.1166797259,Jimenez Group
"ANDERSON, JONES AND OLIVER",810408.29,158136.16774464346,Schneider-Schmidt
"Arnold, Shah and Williams",2880657.39,38448.673687059025,"Nunez, Lucas and Ramirez,Ramirez Group,Butler, Vazquez and Thompson"
"Wilson, Hopkins and Gilbert",991113.24,373875.3612957376,"Flores and Sons,Wells-Jackson"
Perez Ltd,3659511.36,1109983.4065386592,"Rodriguez, Martin and Davis,Lin-Alvarado,Khan Group"
HAYNES AND SONS,3198648.5,108701.62188086867,"Craig Group,Lam-Michael,Roberts Inc"
LAM-STONE,3499576.26,-25957.262894040694,"Ali-Rogers,Lang-Brock"
Wall Inc,79903.75,11268.58000482189,"Espinoza-Carter,Martin, Odonnell and Gross,Mahoney-Roberts"
Morrison-Russell.,2519747.07,123438.66179407883,"Lee LLC,Garcia PLC,Bell PLC"
Levy-Freeman.,849256.24,178246.79707598325,"Perry, Carter and Johnson,Leblanc PLC"
Hall-Morgan.,2861167.04,664608.7795841978,Baker Group
GARCIA LLC,4010803.67,938510.3442883663,"Norris Group,Moore, Adams and Watson"
DAVIS LTD,3270185.19,1272848.7473398035,Hall-Davis
Macdonald Inc,3931899.17,1442210.607071558,"Harris Inc,Green-Hines"
"MEDINA, SHELTON AND WALTERS",186658.93,35.36860279278513,"Frazier, Collier and Gray,Scott Group"
INGRAM LTD,3635080.42,45295.06231332216,"Thomas-Davidson,Gomez Inc"
Gregory-Wood,2397493.5,174093.98971580018,"Mcpherson, Strong and Novak,Johns PLC,Jackson-Becker"
"Bailey, Rios and Flores.",2672147.47,601961.9984179242,Espinoza PLC
Mendoza-Lynch,3739726.51,-25551.461028818496,"Lawson, Coffey and Jackson,Hernandez, Tyler and Shelton"
FRANCO LLC,2195756.77,289337.4415232639,"Hunter-Ward,French-Marquez"
TORRES LTD,2073750.62,763625.7064742891,"Cunningham, Johnson and Moore"
Mack Ltd,3668480.95,-166665.3718730524,"Ross-Butler,Fisher, Schaefer and Ho"
DAVIS GROUP,652932.9,-28575.455443960025,"Glenn PLC,Peterson, Shaw and Norris,Berry, Roberts and Norman"
Matthews-Hayes,3292891.02,953740.9658711638,Forbes Inc
Cross Ltd.,4588402.04,-61970.348275716344,"Cummings, Weaver and Hudson"
"LOPEZ, GARCIA AND VAZQUEZ",4788512.41,213479.5686077666,"Farley, Brown and French,Bradley and Sons"
MORSE AND SONS,3359513.0,125137.12037242667,Kelly PLC
"CUEVAS, PERKINS AND SCHMIDT",2615746.99,334435.5004294166,"Riley-Cooper,Marquez Inc"
Blair Inc.,4833663.62,381191.14002740453,"Brown, Ware and Miller"
"BARNES, RICE AND BARRERA",4686794.83,309636.1279945643,Kent Group
Reed-Gilbert.,2375903.63,576512.353395323,Bell-Stewart
"LOWE, GARCIA AND YANG",4823428.24,-187716.5703576482,Underwood-Murphy
Mitchell-Ross,1323590.85,-108692.3563822568,"Huynh, Cox and Krueger"
ROTH-KIM,3490584.88,521680.9747125978,"Leonard, Brady and Austin,Thompson, Smith and Nelson"
"Aguilar, Brown and Huber.",1008340.66,351249.88837287464,Weaver PLC
JOHNSON-JACKSON,168887.77,37826.715754261524,"Hunter-Hunter,Martin-Mack"
JACKSON GROUP,2592626.64,673059.530761032,Coleman-Lee
"FOSTER, FREEMAN AND TORRES",3831099.44,57918.504085648114,Gross-Webb
PATTERSON INC,4654084.33,1245859.4081185185,"Dean-Anderson,Mccormick-Atkinson,Mullins-Nelson"
Booker Ltd,832056.92,215856.07847794454,"Oliver and Sons,Collins PLC,Jackson and Sons"
"Phillips, Higgins and Reese",2586576.75,320042.77131803293,"Conner-Williams,Wood Group"
"FREDERICK, DOMINGUEZ AND DAVIS",3183254.62,155745.81275675097,"Miller-Perez,Bates-Pena"
RYAN-NGUYEN,876820.37,18785.403737637003,"Garcia-Mooney,Ryan, James and Monroe,Hawkins-Williamson"
Cunningham Group,1678030.69,631102.7114330727,Coleman and Sons
ARNOLD LTD,4097774.89,-22485.043943360004,"Lin, Gillespie and Lewis,Bauer LLC,Hudson-Moon"
Taylor PLC,3319476.31,424090.93888463627,"Wilson Inc,Smith-Miller,Fuentes, Vargas and Robbins"
"Howe, Harmon and Santiago",1264705.77,-92444.80106794705,"Johnson-Davis,Anderson, Campbell and Hunter,Yang-Perez"
Moore-Nguyen,963066.98,270608.94281783694,"Matthews-Alexander,Nicholson LLC"
Shepherd-Berger,3959351.1,366922.10472447926,"Walker LLC,Adams, Williams and Cantu,Owens Group"
ROSS-ALVARADO,4873230.21,-119322.21935842803,"Le LLC,Golden-Hall"
Gibson Ltd.,299149.4,72091.7647452494,"Murray, Brown and Flores,Graves, Church and Harrison"
WALSH GROUP,1204449.24,-104205.40000665799,"Wiley, Griffin and Lopez,Martin, Dickson and Jackson,Klein, Munoz and Brooks"
"BLACK, WILLIAMS AND POOLE",3789475.05,-339843.0888867503,"Floyd, Reed and Burton,Tapia Inc,Jimenez, Mendez and Guzman"
"CHARLES, PATRICK AND LIN",2027969.36,808523.7151200029,"Gonzales, Anderson and Edwards,Anderson Ltd"
Hernandez LLC,3246541.2,226866.673172138,Murphy-Tyler
DAVIS-BEARD,3132410.2,-20644.468766837243,"Lozano, Hernandez and Mcdonald"
HURLEY PLC,1968266.11,169075.97803957388,"Brown Ltd,Mcguire, Smith and Jones,Cain Inc"
"Russell, Cooper and Hall",2206687.4,-118926.95222454406,Bates-Smith
RODRIGUEZ-WARE,81593.82,-2695.3623192151185,Washington and Sons
"Gates, Martin and Diaz",4870675.43,1380409.3967839526,"Calderon and Sons,Fernandez-Lynch"
"Ray, Sherman and Snyder",1402592.23,438820.57044702646,"Dunn-Bates,Allen-Hill"
CHANDLER-MORALES,3226675.37,749912.7037360853,Harrison-Ford
Larson-Lopez,4117980.54,398749.15233989485,"Murillo, Santana and Miller"
"SHARP, HERNANDEZ AND BROOKS",2780525.1,336587.94241686154,"Alvarez Inc,Webb, Yoder and Wagner"
Garcia-Perkins.,1429428.53,284782.73195861094,Perkins Group
WATTS-GOULD,2296387.2,-178239.97748344665,"Robles PLC,Reed, Black and Myers,Mills-Sellers"
BOWERS-DAVILA,20638.12,-2032.243595240301,"Marshall, Klein and Ray,Jacobson and Sons,Parker-Lee"
Mitchell Inc.,4534058.84,1389104.00706601,"Gonzalez-Smith,Beasley LLC"
"DALTON, STEWART AND EDWARDS",2325550.49,336118.19416497,"Lee-Moore,Lawson, Dominguez and Brooks,Williamson-Carroll"
WEAVER AND SONS,430994.4,-39117.84829556348,"Lawson, Brown and Golden,Crawford-Nelson"
Jenkins-Taylor.,1124691.4,219303.92435695964,"Woodward PLC,Diaz, Lawrence and Swanson,Henderson, Williams and Carlson"
Roach Inc,3450418.61,1354618.366950553,"Holland LLC,Davis-Nelson,Barnett PLC"
WISE-LAWRENCE,1350151.2,302556.256855283,Baker-Lewis
"Castaneda, Farley and Simpson.",4258613.86,451986.45321203436,"Hughes-Baker,Thompson, Gutierrez and Jones,Preston, Alexander and Moore"
MILLER-POWERS,2656702.23,155501.76508420636,"Hunter-Key,Johnson-Stokes,Gonzales Ltd"
SHARP-HALL,959063.02,194924.47806509963,Cook-Newton
Reeves-Clark.,2058991.52,602147.3599114198,"Haney Inc,Bradford Inc"
"Stewart, Daniel and Gates",3351431.37,952227.3844858025,Phelps PLC
"Mitchell, Gardner and Stuart.",2197399.64,24967.26013400958,"Vang, Buchanan and Walker,Walker, Phillips and Allen,Scott, Sanders and Roth"
"BAXTER, SALAS AND HOUSTON",1088208.54,178807.58020884093,Hinton Ltd
Walker Group,3214980.11,542077.28255327,"Hawkins-Hart,Douglas, Morris and Welch"
Lewis-Lynch,1593550.11,469693.1646017934,"Tyler, Barnes and Lucas"
Perry-Burns.,230681.08,-20792.244412186243,"Banks-Sanders,Le Inc"
Thompson-Fox,3677887.39,1190773.915572836,"Huynh PLC,Marshall-Alexander"
HERRERA-WARE,1479954.1,101190.67135083397,"Johnson-Young,Carr-Davis,Young, Mccall and Holmes"
"WILLIAMS, PRICE AND DELEON",4419065.94,-3340.462360061425,"Smith-Gomez,Long Ltd"
GARCIA LTD,607819.59,17471.72772233397,"Dean, Allen and Edwards,Moore, Vega and Gross,Serrano-Thompson"
Bond LLC,4330280.44,312978.22122260556,Lester and Sons
Gomez-Gonzalez,3093663.78,921801.5925542739,"Randall and Sons,Hall LLC,Gould, Salas and Evans"
"Ross, Galloway and Gray",1800978.01,284207.80301626754,"Mack-Lopez,Smith and Sons,Dixon-Simpson"
"Donovan, Jones and Farrell",3018460.02,672503.7679600355,"Martin Inc,Evans-Pierce"
SIMMONS-MCCOY,2609172.16,136093.67790148492,"Watson-King,Ho LLC"
SPENCER-MORENO,4105693.26,810531.5101992247,"Eaton, Copeland and Moore,Collins-Mahoney,Lee-Flores"
MORA AND SONS,2237835.48,148751.70855658056,"Lee, Skinner and Johnson"
Estrada-Carter.,3979181.52,1293820.4134499389,"Ross-Vargas,Cook-Sweeney,Dunn-Griffith"
MCLAUGHLIN-GUERRERO,2267181.96,19584.972905521146,"Simmons, Armstrong and Baxter,Rodriguez Inc"
"DUNCAN, KELLEY AND CRUZ",1411395.7,561095.1459142313,"Ward, Keller and Hawkins"
"LOGAN, GREEN AND HARPER",2084558.98,-141343.450697583,"Taylor-Huff,Chavez PLC"
"Brown, Eaton and Wilson",2223638.26,-42290.091819958936,"Rodriguez LLC,Johnson-Miller"
"PENA, LYNCH AND SMITH",1940248.81,58626.836551216555,"Phillips-Mendoza,Patterson, Camacho and Watson"
ANDERSON-WOODARD,438999.24,39038.65631375835,"Walker, Alexander and Boone"
Garcia-Lewis,4525576.73,1079030.308651365,"Ellis, Smith and Cunningham,Roach, Elliott and Thompson,Harmon-Taylor"
DRAKE GROUP,4037768.8,720459.7858256702,"Jordan, Perez and Patterson,Lawson-Chambers"
DUFFY PLC,1129813.04,417408.906476824,"Graham, Bray and Diaz,Gomez, Hartman and Montoya"
"Hall, Greene and Ayers.",1370005.72,464482.1021369199,Ford-Barron
"JONES, PATEL AND PATTERSON",4067096.15,1162191.7740479403,"Burch-Hicks,Williams-Bernard"
Clark-Alvarez.,1816105.73,-19300.212636217864,"Martin-Camacho,Kelly, Gibbs and Hanson"
HAYES AND SONS,1179480.68,61893.9228426942,"Quinn-Williamson,Powell, Mullins and Perez,Miller-Morris"
"DORSEY, MARQUEZ AND CAMPBELL",3104672.02,200616.35889960165,"Roberts and Sons,Lee, Norman and Mccoy"
"MCCALL, BENNETT AND DAVIS",2896124.18,344688.3111051834,"Bryant, Alvarez and Snyder,Rogers, Wong and Smith"
HICKS-LOPEZ,2526592.69,642643.7720563477,"Ruiz, Richard and Miller"
Brown LLC.,1931600.14,474433.693984858,"Walker, Austin and Erickson,Fisher, Simmons and Randolph,Moran, Thompson and Hendrix"
Mason-Jones.,4524454.94,-120475.4907321048,"Ferguson Inc,Joyce LLC,Shelton-Wilson"
"Fox, Rogers and Rivers.",1131303.69,-38773.29945896944,"Hubbard-Lopez,Medina LLC,Gutierrez, Lee and Anderson"
LUCAS GROUP,4237779.25,1277955.62839975,Carter-Chapman
"GARDNER, OCONNELL AND MCDONALD",3622818.96,774987.9157165359,"Barrera, Baker and Clark,Baker, Russell and Baker,Thompson-Glenn"
"Walsh, Howard and Collins.",1004821.85,350257.17321667797,"Williams LLC,Ramos-Berry"
FOWLER INC,2332095.84,-103273.09449361738,"Gonzalez LLC,Miller, Richards and Bryant"
Eaton-Newton,1713472.74,177032.95366715046,"Wilson, Herrera and Myers,Diaz-Horn"
"JACKSON, ROSE AND CLEMENTS",3202641.51,24821.384666492882,"Young, Peterson and Collins"
HENRY-HART,3876151.17,-154487.93361352046,"Williams, Cook and Thompson"
Diaz-Carter.,2402798.07,868051.2199000989,"Martinez, Weiss and Ayers"
FRITZ INC,2851794.29,611952.4976765185,Joseph Inc
Harvey LLC.,2205401.75,867717.2486150322,"Brown, Leonard and Holder,Price PLC"
"Stewart, Johnson and King.",3052325.94,204479.10868661015,"Sandoval PLC,Dean LLC,Gibson-Howard"
"HESTER, TAYLOR AND HAYES",765157.96,115827.83082141179,Briggs Group
AYALA-KIM,3888800.41,76175.55997672692,"Stanton Inc,Barrett PLC"
GARCIA AND SONS,911854.22,-60996.53554220572,Mora Ltd
MARTIN LLC,3022268.21,-299316.6119464704,Johnson PLC
CHRISTENSEN INC,3340668.0,-4311.478239435057,Davis Inc
"Schmidt, Crawford and Richardson",2007235.87,96334.44299994838,"Brown-Bell,Potter-Alexander"
Ruiz and Sons,4078598.66,-227288.06616480244,"Bender, Wright and Krueger"
"Salinas, Orozco and Moon",1468247.33,285400.0115982727,"Jones-Brown,Robles, Williams and Simmons,Miller Group"
JOHNSON-GRANT,4025445.44,-398795.130497992,"Richardson, Rodriguez and Moody,Oneal-Wilson"
"COLLINS, ROBBINS AND TAYLOR",215152.55,75192.68297388258,Li-Morgan
Johnson-Beard,3930156.69,1326016.6101512238,"Nguyen, Casey and Oconnor,King LLC,Park-Bonilla"
Spencer-Jackson,2190364.89,255813.8148576619,"Copeland LLC,Hicks, Bates and Bennett"
"Marquez, King and Ramirez.",4105223.15,1199356.5721451193,"Moore Group,Li Ltd"
"Page, Aguilar and Andrews",3784173.65,-208924.3887702753,Lee PLC
"ALVAREZ, GILL AND CRAWFORD",3808450.62,820140.4813485382,Davis-King
"Williams, Coffey and Rodriguez",308169.65,58402.22441029046,Martin Inc
MEZA-WARD,700638.28,-63575.6594085379,"Foster, Hicks and Bernard,Wright, Harrison and Martinez,Mcclure-Cook"
MARTINEZ LLC,3785955.83,1461260.562927994,Ford PLC
WOODS PLC,4921460.17,-298669.7652336494,"Zuniga, Kennedy and Alexander,Dunlap-Hamilton,Fox-Smith"
"Davis, Buck and Smith",1558688.32,597696.2972038566,"French, Guerrero and Jones"
Garcia Group.,2608843.73,-157515.94874365706,"Martin Ltd,Moyer-Gates,Bowman LLC"
TURNER GROUP,4412980.22,-177143.98798726124,"Page, Holmes and Roberts,Elliott-Giles"
Cordova-Marquez,2893847.45,808219.1029932845,"Hobbs, Wallace and Walters,Norris, Brewer and Poole"
"Newton, Houston and Ferrell",3015315.25,-201332.3180592192,"Morgan, Smith and Thornton,Powers and Sons"
"WILSON, HERNANDEZ AND THOMPSON",4771773.93,880351.402891874,Mclean LLC
Miller LLC.,135042.95,24984.378017353658,"Armstrong, Acosta and Fields"
HOLLOWAY-HESTER,3046245.01,249668.31249174927,"Gonzales, Carey and Jones"
MYERS-SOTO,24883.03,4769.9611563792405,Bolton LLC
BROWN-MATHIS,3157235.72,1222750.5840771147,"Anderson, Jackson and Dixon"
Campbell-Berg.,3727643.94,1355122.488207849,"Wilson Inc,Powell-Maynard,Williams, Cervantes and Smith"
Mcconnell-Woods.,225627.17,23894.05169134832,"Barnes Inc,Williams-Cabrera,Brown-Johnson"
Rich-Cooper.,2855152.05,14730.421267246471,"Lee, Coleman and Stewart,Beasley, Brown and Taylor,Alvarado-Brown"
Huff Inc,1854329.69,340090.0464879982,"Grimes Group,Vega Inc,Johnson, Eaton and Miller"
"Torres, Robinson and Schaefer",3471124.09,1066196.145758167,"Webb and Sons,Tyler, Gay and Benson"
"Lee, Barnes and Miller.",784316.08,306780.43502222095,"Hill, Frederick and Hughes,Harper, Graves and Williams"
"Nelson, Schultz and Allen.",3478247.64,-18895.041003173785,"Wright-Hinton,Jones-Lambert"
Drake-Long,1639545.8,583386.2113371472,"Gonzales Ltd,Scott Group,Lam LLC"
MARTINEZ-ANDERSON,3578121.82,1360687.2957790087,Nash-Mosley
MACDONALD-POWELL,1038689.69,-60998.028272970965,Vargas Ltd
"LEON, MILLER AND RUIZ",1780328.24,437876.1480865115,"Phillips-Estrada,Perry LLC"
"Kramer, Perez and Kelly",1289161.23,-114463.19801557859,"Horton-Rush,Carlson-King,Proctor-Smith"
ARNOLD GROUP,513875.89,131145.45902978265,"Solis, Wilson and Moss,Jenkins and Sons,Cox-Hull"
SAUNDERS GROUP,195648.17,7449.285069910638,"Smith, Collins and Carson,Turner, Gutierrez and Guzman"
Shepard-Smith,51881.53,13622.419551981242,"Stevens PLC,Moreno-Whitaker"
"Green, Lopez and Morales.",739078.23,237195.3963371008,"Moore-Jones,Carter-Campbell"
Miller Ltd.,315615.65,112266.98112804664,"Dennis, Watson and Hill"
WALSH PLC,736788.39,20537.403190111367,"Rivera, Hines and Matthews,Elliott, Carter and Nolan"
Bailey Inc.,2580381.91,44100.49186790439,"Chandler-Mccoy,Miller-Schwartz"
PEREZ PLC,3788094.97,1385345.1070529844,"Taylor, Reynolds and Williams,Sutton Inc"
"Aguirre, Simpson and Koch.",4981213.82,905527.3477951769,"Huang, Payne and Santos,Cunningham-Richardson,Phillips PLC"
"CHARLES, BERGER AND JOHNSON",3550942.98,34179.38861759267,"Pierce-Adams,Holden, James and Johnson,Bowers, Gonzalez and Smith"
Wilson and Sons.,1692925.8,142780.3129671506,"Anderson-Stevens,Myers-Hubbard"
Reed-Goodman,1947270.86,104598.61890457413,"Sandoval, Schmidt and Brown,Thomas Inc"
Huber PLC,4011748.44,-355790.1664975617,"Hunt PLC,Bonilla-Mckinney"
"MENDEZ, BRADLEY AND LAWSON",1006572.68,238521.5035434343,"Jennings-Mcintyre,Stephenson and Sons,Nunez and Sons"
Stone Ltd,3077655.98,1082652.0835736352,"Cardenas-Johnson,Hester-Chan,Mccormick, Brown and Perry"
"WALKER, CLARKE AND INGRAM",2721567.96,268418.54043089284,"Garrison, Hoover and Garcia,Brennan and Sons"
ALLEN-PHELPS,2514604.65,-18828.127200449435,"Meyer-Torres,Marshall, Beck and Harmon"
"Jimenez, Lane and Harvey.",3708373.16,1307522.2352946184,"Bradley, Schaefer and Fisher,Johnson, Garcia and Lopez,Shaw-Johnson"
LONG AND SONS,2763530.33,542972.3792422224,"Taylor-Price,Tyler-Arnold,Jackson, Rowland and Williams"
"TAYLOR, SAWYER AND MEYERS",3138326.72,-93269.61702131618,"Serrano, Singleton and Hendricks"
SNYDER-SALINAS,1329799.45,215755.41380351508,"Romero Ltd,Graham, Alexander and Wilson,Anderson, Myers and Thomas"
"Edwards, Watson and Buchanan",4456693.2,929707.0494959003,"Edwards-Austin,Rowe, Sims and Harvey,Hendricks-Brandt"
Jensen Inc,3597780.1,-97842.6932135007,"Smith PLC,Weber-Miller"
"FRANCIS, HARPER AND HARRIS",4942683.3,-230601.9777371,"Warner-Fitzgerald,Chen-Kelly"
Murray-Mendez.,4250793.88,41669.51324447919,Bryant-Santos
"GLOVER, SHAW AND HOWARD",1518813.64,81583.45979079154,Hill Ltd
"NELSON, CARPENTER AND MOONEY",3392663.64,809087.8200685352,"Hart Ltd,Williams, Smith and Gonzalez"
JONES-GARCIA,2397329.28,328742.10561653366,"Rubio and Sons,Munoz Ltd,Brooks-Booth"
CASE AND SONS,2337233.32,494266.4884175434,"Park-Hess,Rodriguez PLC,Allen-Jones"
James and Sons.,3482198.23,263840.7284496389,"Collins, Le and Anderson,Moore, Graham and Miller,Stephens, Guerrero and Odom"
"WILLIAMS, WASHINGTON AND FLYNN",327555.5,24183.60157281271,"Johnson, Richardson and Bennett,Pearson, Stewart and Berg"
"NGUYEN, SCOTT AND WALKER",847784.13,104797.68946114887,"Mathis and Sons,Gutierrez-Harris"
Koch-Mathews,2220034.43,788930.629204839,"Blevins, Paul and Gonzales,Crawford-Bryant,Mcgee-Miller"
Jones-Lee.,3178638.99,-114213.64540474629,Fox and Sons
White Group.,1169173.21,-51614.32729338651,"Rodriguez, Walker and Williams"
CASTRO-MARTIN,4389470.17,838860.3267775315,Garza Ltd
